"","Property_Sector","Origination_Date","Fixed_Maturity","Recent_NOI","Recent_Value","Orig_Note_Amount","Year_Built","Physical_Occupancy_At_Securitiza","Scheduled_Balloon","FSH","Health","Industrial","LSH","Mixed_Use","Mobile_Home","Multi_family","Office","Other","Retail_Anchored","Retail_Unanchored","Self_Storage","Warehouse","Spread","Inv_Bank_Dummy"
"23455","Multi-family",2000-07-10,2010-08-01,141034,1350000,1044684,1966,1,872926.17,0,0,0,0,0,0,1,0,0,0,0,0,0,2.25039,0
"23456","Office",2000-11-01,2010-12-01,1055288.05,8630000,6472500,1975,0.7955,5750851.17,0,0,0,0,0,0,0,1,0,0,0,0,0,1.95116,0
"23457","Retail Anchored",2000-10-05,2010-11-01,172523,1900000,1300000,1977,0.9322,1079605.6,0,0,0,0,0,0,0,0,0,1,0,0,0,2.407555,0
"23458","Retail Anchored",2000-12-06,2011-01-01,306906.94,3650000,2700000,2000,1,2412451,0,0,0,0,0,0,0,0,0,1,0,0,0,2.36745,0
"23459","Office",2000-07-28,2010-08-01,980287,11200000,8400000,1982,1,7548351.06,0,0,0,0,0,0,0,1,0,0,0,0,0,2.04152,0
"23460","Retail Anchored",2000-06-13,2010-07-01,496788.17,5450000,4050000,1999,1,3642655.13,0,0,0,0,0,0,0,0,0,1,0,0,0,1.981975,0
"23461","Multi-family",2000-11-01,2010-11-01,131506.13,1400000,928000,1971,1,778070.12,0,0,0,0,0,0,1,0,0,0,0,0,0,2.9128,0
"23462","Office",2000-10-26,2010-11-01,1426670,15250000,9e+06,1974,1,7391546.23,0,0,0,0,0,0,0,1,0,0,0,0,0,2.08131,0
"23463","Office",2000-09-27,2010-10-01,4303704.66,6e+07,2.4e+07,1974,1,21387372.63,0,0,0,0,0,0,0,1,0,0,0,0,0,1.85137,0
"23464","Retail Anchored",2000-11-15,2010-12-01,1234730.85,13800000,10125000,1980,0.9104,8886127.44,0,0,0,0,0,0,0,0,0,1,0,0,0,1.34774,0
"23465","Retail Unanchored",2000-12-14,2011-01-01,954835.89,10428000,7250000,2000,0.9391,6509969.2,0,0,0,0,0,0,0,0,0,0,1,0,0,2.74735,0
"23466","Retail Anchored",2000-06-29,2010-07-01,448446.18,4420000,3350000,1999,1,3020044.88,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1214,0
"23467","Multi-family",2000-09-08,2010-10-01,715020.49,8e+06,6494437,1942,0.9625,5802222.82,0,0,0,0,0,0,1,0,0,0,0,0,0,2.54489,0
"23468","Retail Anchored",2000-12-18,2011-01-01,492192,1.9e+07,15250000,1997,0.9267,13603114.9,0,0,0,0,0,0,0,0,0,1,0,0,0,2.5674,0
"23469","Office",2000-09-11,2010-10-01,7329932,77400000,5e+07,1977,0.994,44777466.58,0,0,0,0,0,0,0,1,0,0,0,0,0,2.258675,0
"23470","Retail Anchored",2000-10-27,2010-11-01,213308,2472000,1977000,2000,1,1761035.91,0,0,0,0,0,0,0,0,0,1,0,0,0,2.06137,0
"23471","Retail Anchored",2000-09-12,2010-10-01,271819,3300000,2475000,2000,1,2217191.9,0,0,0,0,0,0,0,0,0,1,0,0,0,2.221475,0
"23472","Multi-family",1999-03-30,2009-04-01,481612,5100000,3100000,1984,0.89,2545883.55,0,0,0,0,0,0,1,0,0,0,0,0,0,2.53121,0
"23473","Retail Anchored",2000-06-29,2010-07-01,292903,2470000,1835000,1979,0.9678,1542140.54,0,0,0,0,0,0,0,0,0,1,0,0,0,2.37,0
"23474","Retail Anchored",2000-09-01,2010-09-01,2651468,27700000,18200000,1998,0.9924,16274824.61,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1214,0
"23475","Office",2000-04-19,2010-05-01,872135.35,10200000,7149800,1988,0.9697,6409889.48,0,0,0,0,0,0,0,1,0,0,0,0,0,2.081565,0
"23476","Retail Anchored",1999-12-15,2010-01-01,205538,2700000,2024000,1999,1,1819172.34,0,0,0,0,0,0,0,0,0,1,0,0,0,1.951175,0
"23477","Multi-family",2000-11-15,2010-12-01,227374.45,2350000,1688000,1964,0.9855,1513700.22,0,0,0,0,0,0,1,0,0,0,0,0,0,2.22274,0
"23478","Retail Anchored",2000-05-15,2010-06-01,709990,8100000,3850000,1960,1,3436978.46,0,0,0,0,0,0,0,0,0,1,0,0,0,1.30215,0
"23479","Multi-family",2001-02-08,2011-03-01,278021.28,3500000,2400000,1990,0.975,2133797.41,0,0,0,0,0,0,1,0,0,0,0,0,0,2.49672,0
"23480","Office",2000-11-30,2010-12-01,4797150.35,56600000,40500000,1950,1,35993262.65,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0478,0
"23481","Warehouse",2000-08-03,2010-09-01,1102759,13100000,7200000,1965,0.87,5942540.72,0,0,0,0,0,0,0,0,0,0,0,0,1,1.89236,0
"23482","Retail Unanchored",2000-01-07,2010-02-01,394366.27,4e+06,2941000,1986,0.8533,2658666.28,0,0,0,0,0,0,0,0,0,0,1,0,0,1.78133,0
"23483","Retail Anchored",2000-04-11,2010-05-01,1713480.23,19800000,14025000,1975,0.8879,12736247.6,0,0,0,0,0,0,0,0,0,1,0,0,0,2.611725,0
"23484","Retail Unanchored",2000-12-07,2011-01-01,216204.13,2050000,1488000,1979,1,1326989.71,0,0,0,0,0,0,0,0,0,0,1,0,0,2.28745,0
"23485","Multi-family",2000-11-14,2010-12-01,1224947.63,16600000,12630000,1972,0.8842,12086109.05,0,0,0,0,0,0,1,0,0,0,0,0,0,2.027725,0
"23486","Multi-family",2000-12-06,2011-01-01,873513.67,9475000,7450000,1999,0.98,6619797.16,0,0,0,0,0,0,1,0,0,0,0,0,0,2.13745,0
"23487","Office",2000-08-31,2010-09-01,460061,4600000,2700000,1996,1,2524908.24,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1778,0
"23488","Retail Anchored",2000-07-05,2010-08-01,295370,3220000,2250000,1998,1,2024229.95,0,0,0,0,0,0,0,0,0,1,0,0,0,2.05189,0
"23489","Retail Anchored",2000-06-16,2010-07-01,278721,2900000,2175000,1990,1,1945206.61,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8117,0
"23490","Multi-family",1998-07-21,2008-08-01,394881.17,4500000,3450000,1968,0.969,2758531.53,0,0,0,0,0,0,1,0,0,0,0,0,0,1.88107,0
"23491","Office",2000-09-21,2010-10-01,840104,9200000,5700000,1990,1,5061475.78,0,0,0,0,0,0,0,1,0,0,0,0,0,1.805385,0
"23492","Retail Anchored",2000-10-12,2010-11-01,471342,5150000,3720000,1969,1,3345107.3,0,0,0,0,0,0,0,0,0,1,0,0,0,2.33765,0
"23493","Multi-family",2000-12-12,2011-01-01,2352755.15,26700000,16250000,1971,0.9412,16250000,0,0,0,0,0,0,1,0,0,0,0,0,0,1.90735,0
"23494","Multi-family",1999-03-30,2009-04-01,557031,5225000,2700000,1974,0.9,2217382.63,0,0,0,0,0,0,1,0,0,0,0,0,0,2.53121,0
"23495","Limited Service Hotel",1999-11-09,2009-12-01,460977,14700000,9200000,1970,0.739,7767036.24,0,0,0,1,0,0,0,0,0,0,0,0,0,2.72104,0
"23496","Retail Unanchored",2000-09-14,2010-02-01,106827.37,1600000,933000,2000,1,800825.19,0,0,0,0,0,0,0,0,0,0,1,0,0,2.79246666666667,0
"23497","Limited Service Hotel",2000-09-08,2010-10-01,2325221.3,17350000,9e+06,1998,0.866,7624558.63,0,0,0,1,0,0,0,0,0,0,0,0,0,3.21789,0
"23498","Limited Service Hotel",2000-09-08,2010-10-01,1344414.1,10500000,6e+06,1998,0.809,5083039.16,0,0,0,1,0,0,0,0,0,0,0,0,0,3.21789,0
"23499","Limited Service Hotel",2000-09-08,2010-10-01,491816.24,4600000,2500000,1990,0.7216,2117932.7,0,0,0,1,0,0,0,0,0,0,0,0,0,3.21789,0
"23500","Limited Service Hotel",2000-09-08,2010-10-01,631871.1,4900000,2800000,1990,0.7864,2372084.44,0,0,0,1,0,0,0,0,0,0,0,0,0,3.21789,0
"23501","Limited Service Hotel",2000-09-08,2010-10-01,1148232,9550000,5500000,1998,0.7603,4659452.3,0,0,0,1,0,0,0,0,0,0,0,0,0,3.21789,0
"23502","Retail Unanchored",2000-08-24,2010-09-01,295185,2880000,870000,1949,1,424574.15,0,0,0,0,0,0,0,0,0,0,1,0,0,2.10009,0
"23503","Retail Anchored",2000-10-11,2010-11-01,312428.53,4050000,3240000,1998,0.9662,2895765.18,0,0,0,0,0,0,0,0,0,1,0,0,0,2.00122,0
"23504","Office",2000-09-29,2010-10-01,1165898,1.1e+07,8500000,1988,1,7623565.83,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1814,0
"23505","Multi-family",2000-12-07,2011-01-01,218550.21,1820000,1380000,1979,0.9787,1233910.06,0,0,0,0,0,0,1,0,0,0,0,0,0,2.39745,0
"23506","Multi-family",2000-11-30,2010-12-01,2276553.32,29250000,1.2e+07,1996,0.9275,1.2e+07,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5478,0
"23507","Warehouse",2000-10-20,2010-11-01,401395,3850000,2500000,1993,1,2257707.26,0,0,0,0,0,0,0,0,0,0,0,0,1,2.704665,0
"23508","Office",2000-11-10,2010-12-01,457105,5e+06,3750000,1998,1,3356840.85,0,0,0,0,0,0,0,1,0,0,0,0,0,2.07131,0
"23509","Office",2000-10-18,2010-11-01,288647.84,3e+06,2227504,1999,1,1993911.99,0,0,0,0,0,0,0,1,0,0,0,0,0,2.16628,0
"23510","Retail Anchored",2000-06-16,2010-07-01,264673,2750000,2050000,1987,1,1837770.63,0,0,0,0,0,0,0,0,0,1,0,0,0,1.9117,0
"23511","Multi-family",2000-12-15,2011-01-01,1125132.3,16250000,12100000,1976,0.9676,10824189.39,0,0,0,0,0,0,1,0,0,0,0,0,0,2.6873,0
"23512","Retail Anchored",2000-01-12,2010-02-01,296274.7,3050000,2103000,1997,1,1919712.83,0,0,0,0,0,0,0,0,0,1,0,0,0,2.22134,0
"23513","Multi-family",2000-09-08,2010-10-01,449570.06,6450000,5423772,1963,0.9907,4845676.25,0,0,0,0,0,0,1,0,0,0,0,0,0,2.54489,0
"23514","Multi-family",2000-09-08,2010-10-01,638432,7500000,6402085,1978,0.978,5719714.26,0,0,0,0,0,0,1,0,0,0,0,0,0,2.46849,0
"23515","Multi-family",1999-03-31,2009-04-01,869318.38,10300000,7e+06,1972,0.8371,5748767.36,0,0,0,0,0,0,1,0,0,0,0,0,0,2.5314,0
"23516","Multi-family",2000-12-12,2011-01-01,1660154.09,16500000,10500000,1949,0.9472,10500000,0,0,0,0,0,0,1,0,0,0,0,0,0,1.90735,0
"23517","Mobile Home",2000-10-26,2010-11-01,110777.24,1100000,880000,1999,1,798076,0,0,0,0,0,1,0,0,0,0,0,0,0,2.89271,0
"23518","Office",2000-09-28,2010-10-01,4133583,29500000,18500000,2000,1,15223363.69,0,0,0,0,0,0,0,1,0,0,0,0,0,1.94137,0
"23519","Office",2000-08-31,2010-09-01,2359100.69,24100000,1.4e+07,1987,1,11528466.18,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1778,0
"23520","Retail Anchored",1999-10-12,2009-07-01,4095676,3.6e+07,24872033,1986,0.9221,21801683.7,0,0,0,0,0,0,0,0,0,1,0,0,0,1.20586666666667,0
"23521","Retail Unanchored",2000-12-27,2011-01-01,531210.36,5100000,3530000,1999,1,3134331.25,0,0,0,0,0,0,0,0,0,0,1,0,0,2.567635,0
"23522","Office",2000-08-31,2010-09-01,1976242.25,22300000,1.3e+07,1980,1,12156963.94,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1778,0
"23523","Office",2000-11-01,2010-11-01,309777.73,5100000,2381000,1969,1,1970100.84,0,0,0,0,0,0,0,1,0,0,0,0,0,2.4028,0
"23524","Multi-family",2000-11-01,2010-11-01,318773.17,3780000,2928000,1968,1,2620019.24,0,0,0,0,0,0,1,0,0,0,0,0,0,2.3278,0
"23525","Retail Anchored",2000-09-20,2010-10-01,365260,3050000,2440000,1975,1,2191998.67,0,0,0,0,0,0,0,0,0,1,0,0,0,2.291385,0
"23526","Multi-family",2000-09-08,2010-10-01,754029.51,8500000,6929355,1967,0.9591,6190785.1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.54489,0
"23527","Multi-family",2000-10-17,2010-11-01,1433541.76,14400000,11447000,1985,0.913,10257454.39,0,0,0,0,0,0,1,0,0,0,0,0,0,2.28768,0
"23528","Multi-family",2000-11-15,2010-12-01,536103.1,6950000,5522000,1973,0.95,4951807.65,0,0,0,0,0,0,1,0,0,0,0,0,0,2.22274,0
"23529","Multi-family",2000-09-27,2010-10-01,205192.43,2800000,2150000,1974,1,1939297.56,0,0,0,0,0,0,1,0,0,0,0,0,0,2.44277,0
"23530","Retail Anchored",2000-12-29,2011-01-01,320722.77,3100000,2300000,1996,0.9614,2040698.2,0,0,0,0,0,0,0,0,0,1,0,0,0,2.53763,0
"23531","Retail Anchored",2000-10-05,2010-11-01,570766.92,6300000,4725000,1999,1,4259590.08,0,0,0,0,0,0,0,0,0,1,0,0,0,2.487555,0
"23532","Multi-family",2000-12-15,2011-01-01,1127601.1,16150000,11700000,1973,0.9686,10466365.22,0,0,0,0,0,0,1,0,0,0,0,0,0,2.6873,0
"23533","Retail Unanchored",2000-09-07,2010-10-01,289822,3600000,2377000,1999,1,2138876.39,0,0,0,0,0,0,0,0,0,0,1,0,0,2.38155,0
"23534","Retail Unanchored",2000-10-04,2010-11-01,285331.65,3370000,2332000,2000,1,2097955.79,0,0,0,0,0,0,0,0,0,0,1,0,0,2.32112,0
"23535","Multi-family",2000-08-16,2010-09-01,1695881.59,18750000,1.5e+07,1996,0.94,13429208.9,0,0,0,0,0,0,1,0,0,0,0,0,0,2.08166,0
"23536","Multi-family",2000-10-02,2010-11-01,608194.68,9100000,6e+06,1985,0.8851,5353574.66,0,0,0,0,0,0,1,0,0,0,0,0,0,2.04752,0
"23537","Multi-family",2000-09-29,2010-10-01,499838.49,5950000,4760000,1970,0.945,4259131.75,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0814,0
"23538","Retail Anchored",2000-12-13,2011-01-01,1150469.65,11900000,9500000,1998,0.9876,8512371.19,0,0,0,0,0,0,0,0,0,1,0,0,0,2.65735,0
"23539","Retail Anchored",2000-12-29,2011-01-01,429584.22,4400000,2435000,1998,1,2173599.36,0,0,0,0,0,0,0,0,0,1,0,0,0,2.78763,0
"23540","Retail Anchored",2000-12-15,2011-01-01,325878.31,4160000,3110000,1999,0.9411,2784059.11,0,0,0,0,0,0,0,0,0,1,0,0,0,2.7173,0
"23541","Retail Unanchored",2000-11-08,2010-12-01,150729,2275000,1670000,1987,0.972,1510885.76,0,0,0,0,0,0,0,0,0,0,1,0,0,2.66268,0
"23542","Multi-family",2000-09-08,2010-10-01,424923,5050000,4146849,1965,1,3704854.18,0,0,0,0,0,0,1,0,0,0,0,0,0,2.46849,0
"23543","Multi-family",2000-09-08,2010-10-01,1246157,13300000,11693322,1965,0.983,10446981.27,0,0,0,0,0,0,1,0,0,0,0,0,0,2.46849,0
"23544","Office",2000-11-13,2010-12-01,759283,7500000,4450000,1988,1,3976831.86,0,0,0,0,0,0,0,1,0,0,0,0,0,2.001325,0
"23545","Multi-family",2000-10-12,2010-11-01,2216385.9,25300000,20240000,1990,0.955,18046395.11,0,0,0,0,0,0,1,0,0,0,0,0,0,1.97765,0
"23546","Multi-family",2000-09-29,2010-10-01,1350756.9,13250000,10500000,1973,0.9454,9381732.2,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0978,0
"23547","Retail Anchored",2000-10-10,2010-11-01,1085064.95,9100000,6150000,1977,0.8948,5541690.87,0,0,0,0,0,0,0,0,0,1,0,0,0,2.42762,0
"23548","Multi-family",2000-12-01,2010-12-01,1750526.24,23450000,18760000,1999,0.9577,17239405.64,0,0,0,0,0,0,1,0,0,0,0,0,0,2.1578,0
"23549","Limited Service Hotel",2000-08-09,2010-09-01,6616371,55300000,26716000,-1,0.799,22012256.89,0,0,0,1,0,0,0,0,0,0,0,0,0,1.96309,0
"23550","Limited Service Hotel",2000-08-09,2010-09-01,6335117,53400000,25484000,-1,0.712,20997167.41,0,0,0,1,0,0,0,0,0,0,0,0,0,1.96309,0
"23551","Retail Anchored",1999-08-27,2006-09-01,305581.6,4130000,2905000,1998,1,2725226.05,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0421,0
"23552","Healthcare",1999-10-26,2009-11-01,2322507,13650000,10237500,1987,0.992,8650470.11,0,1,0,0,0,0,0,0,0,0,0,0,0,2.58124,0
"23553","Industrial",2001-01-03,2011-02-01,1256164.17,12200000,9130000,1965,1,8085316.63,0,0,1,0,0,0,0,0,0,0,0,0,0,2.46644,0
"23554","Office",2000-09-06,2010-10-01,3928932.62,4.3e+07,27205000,2000,1,24417064.36,0,0,0,0,0,0,0,1,0,0,0,0,0,2.322275,0
"23555","Office",2000-10-13,2010-11-01,340388,3450000,2e+06,1998,1,1779454.74,0,0,0,0,0,0,0,1,0,0,0,0,0,1.91325,0
"23556","Retail Unanchored",2000-12-01,2010-12-01,269136.55,2550000,1600000,1959,1,1327858.04,0,0,0,0,0,0,0,0,0,0,1,0,0,2.6378,0
"23557","Office",2000-08-31,2010-09-01,653225.59,6400000,4160000,1989,0.9765,3890228.19,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1778,0
"23558","Office",2000-08-31,2010-09-01,540000,5500000,3500000,1990,1,3273028.69,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1778,0
"23559","Office",2000-03-01,2010-03-01,911806.77,8190000,6e+06,1998,1,5458623.13,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2314,0
"23560","Retail Anchored",2000-11-29,2010-12-01,245489,2700000,1631483,2000,1,1337399.12,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0414,0
"23561","Retail Anchored",2000-10-26,2010-11-01,347879.6,3900000,2925000,1997,0.8877,2621040.95,0,0,0,0,0,0,0,0,0,1,0,0,0,2.36771,0
"23562","Multi-family",2000-12-12,2011-01-01,661617.33,9600000,6e+06,1983,0.9813,6e+06,0,0,0,0,0,0,1,0,0,0,0,0,0,1.90735,0
"23563","Multi-family",2000-10-17,2010-11-01,65971.15,9e+05,6e+05,1984,1,541086.45,0,0,0,0,0,0,1,0,0,0,0,0,0,2.56268,0
"23564","Multi-family",2000-09-08,2010-10-01,125656.85,850000,712965,1974,0.9677,636972.97,0,0,0,0,0,0,1,0,0,0,0,0,0,2.54489,0
"23565","Multi-family",2000-12-12,2011-01-01,1206051.33,1.3e+07,8e+06,1986,0.9688,8e+06,0,0,0,0,0,0,1,0,0,0,0,0,0,1.90735,0
"23566","Retail Unanchored",2000-10-31,2010-11-01,1724076,12400000,8250000,1983,0.9517,7399618.31,0,0,0,0,0,0,0,0,0,0,1,0,0,2.4278,0
"23567","Multi-family",2000-03-24,2010-04-01,1011970.67,8100000,6480000,1962,0.96,5809904.41,0,0,0,0,0,0,1,0,0,0,0,0,0,1.84157,0
"23568","Warehouse",2000-12-19,2011-01-01,1806493.82,15950000,12650000,1997,1,11240326.02,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4075,0
"23569","Multi-family",2000-12-12,2011-01-01,1299766.07,14300000,9500000,1965,0.9878,9500000,0,0,0,0,0,0,1,0,0,0,0,0,0,1.90735,0
"23570","Multi-family",2000-12-12,2011-01-01,2430517.56,22200000,1.5e+07,1970,0.967,1.5e+07,0,0,0,0,0,0,1,0,0,0,0,0,0,1.90735,0
"23571","Full Service Hotel",2000-08-04,2010-09-01,3165888.51,4.5e+07,26100000,1988,0.6787,21374324.55,1,0,0,0,0,0,0,0,0,0,0,0,0,1.75872,0
"23572","Retail Anchored",2000-06-13,2010-07-01,797618.35,8500000,6375000,1999,1,5733808.28,0,0,0,0,0,0,0,0,0,1,0,0,0,1.981975,0
"23573","Warehouse",2000-07-12,2010-08-01,243455,2600000,1911000,1974,1,1582102.59,0,0,0,0,0,0,0,0,0,0,0,0,1,2.021725,0
"23574","Retail Unanchored",2000-05-25,2010-06-01,168366,1400000,880337,1935,1,750038.44,0,0,0,0,0,0,0,0,0,0,1,0,0,2.4903,0
"23575","Retail Anchored",2000-11-20,2010-12-01,1292881.37,15660000,8380000,1975,0.9661,7488955.59,0,0,0,0,0,0,0,0,0,1,0,0,0,2.19771,0
"23576","Retail Anchored",2000-09-26,2010-10-01,302653,3510000,2806506,2000,1,2512384.32,0,0,0,0,0,0,0,0,0,1,0,0,0,2.04137,0
"23577","Retail Anchored",2000-09-29,2010-10-01,347498,4050000,3206500,2000,1,2867734.34,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0614,0
"23578","Retail Anchored",2000-12-22,2011-01-01,228996.54,3525000,2200000,1999,1,1954839.18,0,0,0,0,0,0,0,0,0,1,0,0,0,2.597305,0
"23579","Retail Anchored",2000-10-06,2010-11-01,658239.96,8400000,5800000,2000,1,5191156.87,0,0,0,0,0,0,0,0,0,1,0,0,0,2.13759,0
"23580","Multi-family",2000-09-08,2010-10-01,200173.43,2300000,1869114,1962,0.9571,1669893.26,0,0,0,0,0,0,1,0,0,0,0,0,0,2.54489,0
"23581","Retail Anchored",2001-01-09,2011-02-01,933104.15,10200000,7600000,1999,1,6717052.01,0,0,0,0,0,0,0,0,0,1,0,0,0,2.47657,0
"23582","Multi-family",1999-10-18,2009-11-01,355968.3,4050000,2683000,1964,1,2431543.56,0,0,0,0,0,0,1,0,0,0,0,0,0,2.33106,0
"23583","Office",2000-01-25,2010-02-01,325795,2850000,1843204,1991,1,1673369.57,0,0,0,0,0,0,0,1,0,0,0,0,0,1.76144,0
"23584","Office",1999-11-04,2009-12-01,263212,2600000,1835000,1991,1,1655372.74,0,0,0,0,0,0,0,1,0,0,0,0,0,2.07084,0
"23585","Multi-family",2000-10-04,2010-11-01,789403.6,1625000,1235000,2000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.55037,0
"23586","Multi-family",2000-11-28,2010-12-01,527505,6100000,4880000,1964,0.9044,4352764.11,0,0,0,0,0,0,1,0,0,0,0,0,0,2.19777,0
"23587","Multi-family",2000-09-08,2010-10-01,195420.4,1700000,1397539,1977,0.975,1248581.36,0,0,0,0,0,0,1,0,0,0,0,0,0,2.54489,0
"23588","Multi-family",2000-08-22,2010-09-01,548891,5200000,4240000,1971,0.9087,3816417.66,0,0,0,0,0,0,1,0,0,0,0,0,0,2.361535,0
"23589","Multi-family",2000-09-08,2010-10-01,1198155,13100000,10780119,1964,0.937,9631112.3,0,0,0,0,0,0,1,0,0,0,0,0,0,2.46849,0
"23590","Office",2000-09-22,2010-10-01,522149,4500000,2989785,1923,1,2138456.05,0,0,0,0,0,0,0,1,0,0,0,0,0,2.41134,0
"23591","Mixed Use",2001-01-01,2011-01-01,447188,4700000,3150000,1960,0.904,2170206.89,0,0,0,0,1,0,0,0,0,0,0,0,0,2.1987,0
"23592","Retail Unanchored",2000-12-01,2005-12-01,902281,8900000,6900000,1964,1,6610823.16,0,0,0,0,0,0,0,0,0,0,1,0,0,2.4787,0
"23593","Retail Anchored",2001-03-01,2021-01-01,1738958,20500000,13752928,2000,0.9165,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.53158,0
"23594","Office",2000-10-01,2010-10-01,1553578,21100000,13570000,1997,1,12098614.52,0,0,0,0,0,0,0,1,0,0,0,0,0,1.95875,0
"23595","Multi-family",2000-12-01,2010-12-01,349962,3800000,3040000,1985,1,2695754.03,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0487,0
"23596","Retail Unanchored",2000-12-01,2010-12-01,464195,4175000,3130000,1978,1,2809104.84,0,0,0,0,0,0,0,0,0,0,1,0,0,2.47875,0
"23597","Office",2001-05-10,2011-05-10,477304,5300000,3800000,1962,0.9897,3354068.33,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1287,0
"23598","Multi-family",2001-01-01,2011-01-01,335782,4130000,3250000,2000,1,2895541.71,0,0,0,0,0,0,1,0,0,0,0,0,0,2.7087,0
"23599","Multi-family",2001-01-01,2011-01-01,313310,3700000,2750000,1985,0.9882,2443548.6,0,0,0,0,0,0,1,0,0,0,0,0,0,2.49875,0
"23600","Office",2000-10-01,2010-10-01,715870,6550000,4875000,1999,0.9656,4390684.87,0,0,0,0,0,0,0,1,0,0,0,0,0,2.4387,0
"23601","Multi-family",2001-01-01,2011-01-01,98550,1650000,1320000,1995,0.9583,1165679.37,0,0,0,0,0,0,1,0,0,0,0,0,0,2.3487,0
"23602","Office",2001-03-10,2011-03-10,332899,4e+06,3200000,1983,0.8941,2843665.29,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7287,0
"23603","Retail Anchored",2001-01-01,2011-01-01,1432506,16525000,12700000,1980,1,11342047.51,0,0,0,0,0,0,0,0,0,1,0,0,0,2.8087,0
"23604","Mixed Use",2001-01-01,2011-01-01,410004,4700000,3400000,1986,0.9802,2996471.17,0,0,0,0,1,0,0,0,0,0,0,0,0,2.2687,0
"23605","Office",2001-03-10,2011-03-10,4861430,5.5e+07,37500000,1985,0.9934,32923265.81,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2487,0
"23606","Retail Anchored",2001-03-10,2011-03-10,407028,5020000,3900000,2000,1,3467419.18,0,0,0,0,0,0,0,0,0,1,0,0,0,2.7487,0
"23607","Retail Anchored",2001-05-10,2011-05-10,1758495,21400000,16350000,1998,0.9392,14535922.91,0,0,0,0,0,0,0,0,0,1,0,0,0,2.34875,0
"23608","Office",2001-05-10,2011-05-10,1294303,12800000,10115000,1989,1,8988298.7,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3987,0
"23609","Office",2001-03-01,2011-03-01,479407,5900000,3850000,1987,1,3406886.71,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3787,0
"23610","Mixed Use",2001-04-01,2011-04-01,2491542,29300000,2.3e+07,1954,1,20137478.87,0,0,0,0,1,0,0,0,0,0,0,0,0,2.1487,0
"23611","Mixed Use",2001-05-10,2011-04-01,332885,3150000,2360000,2000,0.9464,2083313.66,0,0,0,0,1,0,0,0,0,0,0,0,0,2.14383333333333,0
"23612","Multi-family",2001-05-10,2011-05-10,256677,3150000,2520000,1988,0.9821,2220329.97,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0587,0
"23613","Office",2001-01-10,2011-01-10,4783365,4.2e+07,2.6e+07,1908,1,21171671.6,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5387,0
"23614","Retail Anchored",2000-12-10,2010-12-10,1886936,20600000,16344000,1990,0.9943,14435650.4,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0587,0
"23615","Multi-family",2001-01-10,2011-01-10,511737,6750000,5360000,2000,1,4703423.27,0,0,0,0,0,0,1,0,0,0,0,0,0,2.1887,0
"23616","Office",2001-02-10,2011-02-10,730816,8100000,6450000,1985,0.9723,5680673.21,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2187,0
"23617","Multi-family",2001-01-10,2011-01-10,507175,6e+06,4665000,1964,1,4101955.41,0,0,0,0,0,0,1,0,0,0,0,0,0,2.2687,0
"23618","Retail Unanchored",2001-01-10,2011-01-10,671272,6900000,5050000,1983,0.8842,4099975.67,0,0,0,0,0,0,0,0,0,0,1,0,0,2.4387,0
"23619","Mixed Use",2001-01-10,2011-01-10,737897,7550000,5600000,1988,1,4969874.99,0,0,0,0,1,0,0,0,0,0,0,0,0,2.57875,0
"23620","Warehouse",2000-12-10,2010-12-10,578615,6100000,4915000,1978,1,4394480.88,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5587,0
"23621","Mixed Use",2001-01-10,2011-01-10,566209,6200000,4600000,1987,1,4062214.87,0,0,0,0,1,0,0,0,0,0,0,0,0,2.4387,0
